label	index	srclang	tarlang	translation	source	srctar	bleu	bleu_summary	gleu	gleu_summary	__next__
[13] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	31
[14] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	32
[15] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	33
[16] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	34
[17] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	35
[18] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	36
[19] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	37
[20] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	38
[21] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	39
[22] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	40
[23] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	41
[24] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	42
[25] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	43
[26] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	44
[27] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	45
[28] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	46
